path,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028562-session_1-anat,0.014,0.017,0.019,0.028,0.02,0.026,0.023,0.029,0.026,0.026,0.027,0.033,0.04,0.022,0.018,0.023,0.018,0.024,0.021,0.023,0.02,0.027,0.02,0.023,0.031,0.026,0.024,0.022,0.013,0.022,0.046,0.038,0.024,0.04,1136317,1450635.869
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028563-session_1-anat,0.022,0.022,0.027,0.034,0.034,0.036,0.028,0.032,0.033,0.039,0.041,0.034,0.049,0.026,0.018,0.039,0.026,0.031,0.024,0.033,0.03,0.044,0.034,0.032,0.028,0.038,0.037,0.034,0.021,0.025,0.062,0.042,0.025,0.036,1060096,1213218.296
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028564-session_1-anat,0.017,0.016,0.023,0.035,0.034,0.027,0.027,0.029,0.038,0.034,0.039,0.037,0.035,0.028,0.026,0.023,0.02,0.039,0.029,0.031,0.023,0.025,0.025,0.03,0.033,0.032,0.025,0.029,0.021,0.027,0.063,0.031,0.025,0.025,1226711,1586376.374
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028565-session_1-anat,0.021,0.031,0.025,0.034,0.04,0.036,0.027,0.032,0.036,0.033,0.044,0.042,0.045,0.03,0.029,0.029,0.025,0.041,0.031,0.035,0.024,0.03,0.029,0.032,0.025,0.035,0.036,0.031,0.027,0.029,0.052,0.043,0.038,0.028,967401,1682590.656
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028566-session_1-anat,0.012,0.02,0.021,0.031,0.026,0.027,0.023,0.027,0.026,0.03,0.034,0.032,0.034,0.023,0.02,0.025,0.026,0.025,0.022,0.033,0.02,0.029,0.021,0.024,0.023,0.03,0.028,0.024,0.019,0.026,0.039,0.028,0.02,0.033,1178334,1567974.056
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028567-session_1-anat,0.024,0.031,0.025,0.037,0.026,0.034,0.03,0.038,0.035,0.03,0.041,0.034,0.038,0.029,0.018,0.029,0.026,0.044,0.037,0.032,0.026,0.029,0.032,0.03,0.027,0.036,0.031,0.024,0.023,0.031,0.05,0.047,0.031,0.036,1004931,1617258.677
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028568-session_1-anat,0.019,0.015,0.022,0.032,0.031,0.028,0.023,0.025,0.034,0.029,0.032,0.029,0.041,0.022,0.028,0.023,0.021,0.029,0.021,0.03,0.017,0.027,0.024,0.025,0.023,0.028,0.026,0.021,0.017,0.021,0.034,0.038,0.022,0.031,1272957,1694114.835
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028569-session_1-anat,0.018,0.018,0.022,0.027,0.033,0.023,0.02,0.029,0.028,0.028,0.032,0.034,0.029,0.023,0.018,0.028,0.017,0.029,0.024,0.029,0.017,0.028,0.026,0.021,0.023,0.03,0.025,0.02,0.02,0.021,0.037,0.025,0.032,0.028,1167325,1363213.117
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028570-session_1-anat,0.018,0.018,0.022,0.032,0.013,0.022,0.02,0.029,0.03,0.029,0.028,0.037,0.034,0.022,0.018,0.02,0.019,0.029,0.027,0.034,0.024,0.024,0.023,0.025,0.024,0.031,0.024,0.019,0.019,0.026,0.03,0.026,0.021,0.027,1091581,1104470.401
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028571-session_1-anat,0.019,0.027,0.021,0.031,0.029,0.028,0.023,0.03,0.03,0.031,0.038,0.028,0.034,0.019,0.018,0.02,0.019,0.03,0.022,0.029,0.02,0.029,0.024,0.025,0.041,0.027,0.027,0.022,0.02,0.022,0.062,0.032,0.03,0.03,1252777,1584031.096
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028572-session_1-anat,0.017,0.019,0.019,0.032,0.024,0.029,0.021,0.028,0.035,0.031,0.037,0.034,0.032,0.022,0.019,0.031,0.021,0.022,0.018,0.03,0.02,0.033,0.026,0.024,0.024,0.028,0.029,0.021,0.022,0.025,0.035,0.036,0.023,0.043,1209548,1927906.507
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028573-session_1-anat,0.016,0.026,0.025,0.025,0.043,0.029,0.025,0.039,0.032,0.027,0.037,0.03,0.039,0.028,0.022,0.022,0.025,0.037,0.03,0.033,0.024,0.031,0.026,0.025,0.021,0.036,0.032,0.025,0.023,0.028,0.065,0.051,0.035,0.032,1121977,1607530.472
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028574-session_1-anat,0.017,0.025,0.021,0.027,0.024,0.027,0.022,0.028,0.026,0.03,0.033,0.028,0.034,0.023,0.019,0.028,0.018,0.022,0.02,0.03,0.019,0.02,0.027,0.022,0.027,0.027,0.025,0.022,0.019,0.022,0.039,0.029,0.027,0.029,1157671,1488443.594
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028575-session_1-anat,0.017,0.031,0.024,0.031,0.04,0.028,0.025,0.03,0.042,0.031,0.049,0.035,0.054,0.023,0.027,0.041,0.025,0.036,0.029,0.028,0.021,0.04,0.027,0.036,0.039,0.026,0.037,0.026,0.025,0.023,0.052,0.036,0.024,0.036,1116927,1685968.549
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028576-session_1-anat,0.016,0.019,0.017,0.03,0.03,0.027,0.019,0.028,0.029,0.027,0.04,0.03,0.031,0.021,0.014,0.018,0.02,0.036,0.026,0.034,0.017,0.026,0.021,0.021,0.026,0.028,0.024,0.021,0.016,0.021,0.043,0.03,0.021,0.024,975037,1165201.676
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028577-session_1-anat,0.017,0.029,0.026,0.036,0.028,0.028,0.023,0.029,0.035,0.032,0.043,0.04,0.047,0.031,0.02,0.035,0.023,0.027,0.024,0.043,0.021,0.032,0.028,0.032,0.031,0.032,0.033,0.023,0.021,0.026,0.053,0.035,0.031,0.033,1101410,1495582.328
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028578-session_1-anat,0.013,0.025,0.025,0.024,0.036,0.031,0.023,0.027,0.038,0.027,0.037,0.032,0.033,0.026,0.028,0.023,0.028,0.04,0.031,0.024,0.02,0.031,0.025,0.023,0.021,0.034,0.032,0.024,0.022,0.025,0.053,0.035,0.032,0.03,988385,1622633.041
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028579-session_1-anat,0.017,0.016,0.018,0.028,0.021,0.024,0.02,0.026,0.027,0.031,0.034,0.034,0.039,0.022,0.014,0.019,0.017,0.031,0.021,0.028,0.02,0.029,0.021,0.022,0.02,0.026,0.023,0.02,0.021,0.022,0.047,0.057,0.025,0.024,1155585,1128699.061
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028580-session_1-anat,0.027,0.024,0.022,0.027,0.019,0.024,0.023,0.025,0.031,0.029,0.034,0.03,0.029,0.023,0.013,0.022,0.018,0.027,0.023,0.029,0.018,0.03,0.016,0.025,0.026,0.028,0.022,0.022,0.018,0.023,0.027,0.034,0.019,0.031,1074719,1339665.283
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028581-session_1-anat,0.015,0.028,0.024,0.032,0.031,0.028,0.027,0.03,0.042,0.033,0.035,0.031,0.049,0.025,0.02,0.027,0.023,0.04,0.028,0.026,0.022,0.029,0.026,0.025,0.044,0.035,0.031,0.026,0.021,0.023,0.066,0.037,0.019,0.027,878705,1317877.217
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028582-session_1-anat,0.021,0.019,0.021,0.034,0.042,0.025,0.024,0.027,0.028,0.031,0.032,0.034,0.03,0.024,0.016,0.024,0.023,0.027,0.026,0.033,0.023,0.035,0.025,0.025,0.025,0.029,0.025,0.023,0.022,0.027,0.054,0.042,0.03,0.03,1185293,1803395.107
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028583-session_1-anat,0.018,0.023,0.021,0.029,0.029,0.036,0.028,0.031,0.03,0.033,0.04,0.036,0.038,0.026,0.018,0.028,0.024,0.035,0.026,0.025,0.021,0.028,0.024,0.025,0.028,0.033,0.031,0.021,0.019,0.027,0.055,0.033,0.03,0.031,915095,1198414.139
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028584-session_1-anat,0.018,0.026,0.019,0.029,0.024,0.03,0.023,0.03,0.027,0.031,0.034,0.034,0.046,0.024,0.043,0.019,0.022,0.029,0.025,0.033,0.022,0.03,0.024,0.022,0.023,0.03,0.027,0.021,0.021,0.024,0.051,0.047,0.029,0.029,1067806,1076771.806
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028585-session_1-anat,0.015,0.024,0.021,0.03,0.056,0.029,0.024,0.029,0.029,0.029,0.039,0.035,0.039,0.024,0.05,0.024,0.021,0.029,0.021,0.031,0.02,0.024,0.023,0.024,0.024,0.028,0.027,0.022,0.016,0.026,0.054,0.038,0.025,0.032,1063057,1451503.137
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028586-session_1-anat,0.017,0.022,0.023,0.029,0.039,0.028,0.024,0.025,0.029,0.031,0.04,0.033,0.043,0.026,0.018,0.026,0.026,0.036,0.019,0.031,0.021,0.031,0.023,0.028,0.02,0.031,0.032,0.025,0.017,0.022,0.071,0.037,0.028,0.036,1033728,1661491.215
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028587-session_1-anat,0.02,0.02,0.025,0.031,0.033,0.026,0.022,0.03,0.031,0.027,0.031,0.036,0.028,0.022,0.021,0.028,0.024,0.028,0.022,0.035,0.018,0.025,0.027,0.023,0.03,0.026,0.027,0.024,0.016,0.024,0.038,0.055,0.019,0.036,1141630,1602016.932
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028588-session_1-anat,0.016,0.018,0.024,0.028,0.048,0.033,0.022,0.029,0.031,0.027,0.035,0.033,0.041,0.022,0.021,0.028,0.024,0.03,0.026,0.035,0.022,0.026,0.028,0.027,0.028,0.03,0.03,0.022,0.022,0.02,0.048,0.052,0.035,0.032,1387805,1789255.398
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028589-session_1-anat,0.014,0.019,0.019,0.03,0.034,0.027,0.024,0.024,0.027,0.028,0.031,0.031,0.031,0.022,0.023,0.018,0.023,0.023,0.02,0.027,0.017,0.023,0.02,0.024,0.029,0.029,0.025,0.021,0.017,0.022,0.051,0.042,0.024,0.03,1143111,1431234.169
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028590-session_1-anat,0.032,0.023,0.024,0.034,0.042,0.032,0.03,0.032,0.04,0.037,0.051,0.041,0.043,0.029,0.021,0.027,0.031,0.039,0.034,0.034,0.023,0.026,0.03,0.035,0.041,0.036,0.034,0.029,0.023,0.027,0.052,0.045,0.022,0.035,969199,1429601.24
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028591-session_1-anat,0.021,0.027,0.029,0.025,0.039,0.038,0.024,0.031,0.04,0.032,0.048,0.033,0.047,0.026,0.022,0.023,0.032,0.036,0.029,0.031,0.02,0.031,0.025,0.021,0.028,0.034,0.03,0.025,0.022,0.024,0.056,0.039,0.024,0.051,989080,1483122.598
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028592-session_1-anat,0.018,0.021,0.023,0.03,0.055,0.024,0.027,0.03,0.03,0.031,0.041,0.033,0.029,0.024,0.016,0.02,0.022,0.029,0.026,0.03,0.024,0.031,0.022,0.029,0.031,0.035,0.025,0.024,0.022,0.028,0.058,0.052,0.032,0.029,1024242,1352902.967
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028593-session_1-anat,0.014,0.024,0.026,0.03,0.042,0.031,0.024,0.031,0.029,0.033,0.038,0.044,0.04,0.021,0.017,0.032,0.025,0.035,0.031,0.036,0.021,0.022,0.027,0.026,0.031,0.04,0.032,0.026,0.017,0.025,0.047,0.03,0.036,0.037,1072702,1412587.91
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028594-session_1-anat,0.025,0.034,0.03,0.032,0.038,0.038,0.026,0.039,0.039,0.044,0.046,0.04,0.047,0.027,0.031,0.03,0.032,0.036,0.031,0.033,0.023,0.045,0.032,0.031,0.036,0.042,0.032,0.022,0.024,0.026,0.051,0.055,0.029,0.033,1089913,1828306.549
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028595-session_1-anat,0.024,0.021,0.028,0.032,0.033,0.034,0.023,0.031,0.03,0.031,0.049,0.028,0.037,0.025,0.025,0.03,0.048,0.037,0.034,0.03,0.022,0.041,0.034,0.026,0.038,0.041,0.037,0.025,0.03,0.026,0.061,0.039,0.025,0.05,972553,1470396.948
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028596-session_1-anat,0.019,0.023,0.022,0.035,0.031,0.026,0.024,0.028,0.031,0.03,0.032,0.03,0.029,0.022,0.02,0.022,0.023,0.03,0.027,0.036,0.023,0.029,0.022,0.023,0.023,0.028,0.023,0.022,0.02,0.024,0.044,0.028,0.027,0.028,1118775,1389481.974
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028597-session_1-anat,0.015,0.024,0.026,0.028,0.018,0.025,0.023,0.029,0.027,0.029,0.035,0.04,0.031,0.024,0.026,0.026,0.032,0.027,0.028,0.026,0.022,0.026,0.025,0.024,0.025,0.034,0.029,0.022,0.022,0.024,0.052,0.036,0.02,0.034,1178369,1478342.854
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028598-session_1-anat,0.02,0.031,0.03,0.036,0.038,0.033,0.026,0.041,0.035,0.034,0.046,0.035,0.042,0.032,0.017,0.02,0.03,0.032,0.032,0.03,0.024,0.032,0.027,0.026,0.047,0.036,0.03,0.027,0.022,0.029,0.056,0.051,0.023,0.044,944020,1425293.721
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028599-session_1-anat,0.011,0.021,0.028,0.03,0.039,0.032,0.024,0.034,0.039,0.034,0.044,0.035,0.041,0.031,0.018,0.024,0.026,0.054,0.022,0.028,0.023,0.039,0.023,0.029,0.02,0.038,0.032,0.026,0.022,0.022,0.069,0.053,0.026,0.035,1057665,1431786.793
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028600-session_1-anat,0.011,0.02,0.02,0.033,0.034,0.027,0.02,0.026,0.033,0.03,0.034,0.036,0.032,0.02,0.018,0.027,0.03,0.03,0.026,0.03,0.02,0.028,0.026,0.023,0.026,0.027,0.028,0.025,0.02,0.025,0.042,0.043,0.029,0.047,1302869,1807049.792
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028601-session_1-anat,0.018,0.028,0.04,0.033,0.027,0.03,0.029,0.034,0.043,0.035,0.041,0.031,0.036,0.029,0.015,0.031,0.03,0.029,0.028,0.024,0.024,0.043,0.028,0.031,0.036,0.036,0.031,0.03,0.021,0.027,0.058,0.032,0.025,0.04,1238121,1753458.233
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028602-session_1-anat,0.021,0.025,0.019,0.032,0.034,0.025,0.024,0.027,0.032,0.029,0.034,0.035,0.037,0.02,0.021,0.022,0.018,0.03,0.019,0.032,0.02,0.023,0.023,0.027,0.024,0.029,0.026,0.021,0.02,0.028,0.048,0.026,0.027,0.025,1043217,1049554.044
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028603-session_1-anat,0.015,0.021,0.026,0.032,0.032,0.024,0.022,0.028,0.033,0.03,0.039,0.031,0.034,0.024,0.021,0.03,0.024,0.033,0.023,0.032,0.026,0.025,0.026,0.025,0.028,0.028,0.031,0.024,0.025,0.024,0.06,0.036,0.03,0.031,1344667,1865457.203
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028604-session_1-anat,0.018,0.015,0.019,0.036,0.025,0.031,0.024,0.028,0.027,0.03,0.034,0.037,0.029,0.025,0.019,0.016,0.024,0.032,0.023,0.032,0.018,0.025,0.021,0.024,0.025,0.032,0.021,0.021,0.022,0.026,0.043,0.026,0.028,0.031,1190612,1405241.611
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028605-session_1-anat,0.026,0.031,0.025,0.037,0.028,0.029,0.031,0.029,0.031,0.034,0.059,0.038,0.041,0.032,0.017,0.034,0.035,0.061,0.043,0.034,0.03,0.048,0.035,0.03,0.03,0.051,0.036,0.03,0.025,0.028,0.07,0.058,0.037,0.038,1088907,1527531.262
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028606-session_1-anat,0.022,0.031,0.03,0.032,0.066,0.033,0.027,0.038,0.033,0.032,0.053,0.039,0.049,0.033,0.024,0.032,0.035,0.033,0.034,0.03,0.027,0.042,0.031,0.035,0.049,0.034,0.038,0.027,0.028,0.027,0.077,0.074,0.032,0.038,1101809,1754517.743
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028607-session_1-anat,0.017,0.032,0.033,0.034,0.052,0.032,0.031,0.033,0.047,0.041,0.044,0.051,0.047,0.028,0.021,0.047,0.03,0.047,0.031,0.033,0.023,0.041,0.029,0.042,0.036,0.033,0.041,0.032,0.022,0.027,0.066,0.05,0.033,0.038,965199,1489561.662
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028608-session_1-anat,0.015,0.022,0.021,0.032,0.024,0.028,0.02,0.024,0.027,0.031,0.044,0.034,0.034,0.021,0.027,0.022,0.023,0.03,0.023,0.032,0.021,0.024,0.021,0.022,0.025,0.027,0.025,0.026,0.017,0.025,0.042,0.031,0.032,0.031,1114933,1431705.634
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028609-session_1-anat,0.023,0.023,0.024,0.029,0.049,0.035,0.027,0.031,0.033,0.032,0.035,0.035,0.035,0.027,0.019,0.024,0.029,0.039,0.034,0.027,0.02,0.041,0.028,0.023,0.028,0.034,0.032,0.02,0.026,0.027,0.062,0.039,0.039,0.04,900456,1461902.763
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028610-session_1-anat,0.022,0.022,0.025,0.033,0.043,0.037,0.03,0.035,0.04,0.038,0.045,0.034,0.05,0.026,0.016,0.032,0.026,0.048,0.031,0.038,0.024,0.034,0.029,0.031,0.029,0.037,0.034,0.031,0.024,0.03,0.077,0.051,0.047,0.044,1205771,1892992.718
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028611-session_1-anat,0.019,0.028,0.018,0.03,0.033,0.025,0.023,0.03,0.03,0.026,0.025,0.032,0.021,0.026,0.017,0.03,0.019,0.028,0.017,0.032,0.021,0.028,0.025,0.023,0.032,0.026,0.024,0.02,0.019,0.023,0.05,0.032,0.035,0.029,1018779,1276755.933
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028612-session_1-anat,0.017,0.032,0.026,0.035,0.045,0.033,0.028,0.033,0.039,0.033,0.045,0.038,0.047,0.023,0.019,0.046,0.028,0.031,0.022,0.028,0.029,0.037,0.034,0.031,0.031,0.032,0.034,0.029,0.017,0.027,0.049,0.061,0.028,0.042,928776,1046604.59
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028613-session_1-anat,0.023,0.026,0.023,0.031,0.023,0.029,0.028,0.026,0.034,0.029,0.033,0.036,0.029,0.024,0.019,0.026,0.022,0.033,0.022,0.027,0.02,0.03,0.022,0.027,0.028,0.034,0.027,0.022,0.021,0.024,0.043,0.038,0.022,0.028,1191171,1837221.47
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028614-session_1-anat,0.018,0.031,0.029,0.047,0.032,0.033,0.027,0.034,0.042,0.038,0.04,0.033,0.045,0.027,0.017,0.034,0.022,0.03,0.022,0.032,0.028,0.035,0.033,0.03,0.024,0.032,0.032,0.027,0.022,0.027,0.043,0.045,0.018,0.035,928542,1272150.882
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028615-session_1-anat,0.029,0.023,0.03,0.047,0.056,0.053,0.047,0.044,0.043,0.059,0.036,0.039,0.035,0.042,0.023,0.049,0.029,0.035,0.028,0.053,0.034,0.023,0.034,0.043,0.026,0.037,0.036,0.04,0.029,0.03,0.042,0.051,0.051,0.036,944269,1613251.05
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028616-session_1-anat,0.02,0.026,0.021,0.029,0.026,0.028,0.023,0.024,0.04,0.032,0.037,0.031,0.036,0.022,0.015,0.026,0.023,0.03,0.022,0.027,0.021,0.051,0.022,0.026,0.026,0.03,0.026,0.024,0.021,0.03,0.052,0.044,0.03,0.028,911644,1240857.15
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028617-session_1-anat,0.016,0.029,0.024,0.031,0.036,0.028,0.023,0.029,0.031,0.029,0.03,0.028,0.033,0.022,0.03,0.026,0.023,0.03,0.027,0.027,0.022,0.023,0.026,0.026,0.028,0.027,0.029,0.022,0.023,0.022,0.047,0.023,0.034,0.024,955939,1272275.278
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028618-session_1-anat,0.021,0.025,0.022,0.03,0.042,0.029,0.023,0.03,0.029,0.03,0.044,0.032,0.032,0.026,0.022,0.032,0.029,0.036,0.025,0.032,0.022,0.03,0.028,0.023,0.027,0.036,0.03,0.028,0.024,0.023,0.065,0.051,0.026,0.038,1250127,1527628.504
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028619-session_1-anat,0.017,0.017,0.022,0.027,0.033,0.028,0.023,0.031,0.033,0.027,0.034,0.034,0.03,0.022,0.018,0.024,0.026,0.029,0.025,0.035,0.021,0.026,0.026,0.025,0.03,0.032,0.029,0.022,0.021,0.026,0.042,0.037,0.035,0.034,1297528,1781236.533
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028620-session_1-anat,0.015,0.029,0.028,0.043,0.031,0.032,0.028,0.036,0.05,0.033,0.039,0.035,0.042,0.032,0.021,0.036,0.028,0.035,0.026,0.031,0.025,0.041,0.031,0.038,0.032,0.035,0.038,0.029,0.017,0.026,0.061,0.043,0.028,0.04,991300,1468218.255
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028621-session_1-anat,0.017,0.028,0.026,0.031,0.022,0.026,0.026,0.028,0.028,0.03,0.05,0.033,0.04,0.026,0.021,0.025,0.02,0.025,0.023,0.037,0.024,0.031,0.024,0.025,0.03,0.031,0.026,0.024,0.019,0.026,0.042,0.037,0.044,0.029,1125029,1494326.478
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028622-session_1-anat,0.012,0.021,0.019,0.032,0.038,0.022,0.022,0.025,0.031,0.029,0.028,0.032,0.028,0.02,0.012,0.023,0.02,0.035,0.025,0.03,0.02,0.03,0.022,0.025,0.029,0.032,0.026,0.021,0.013,0.025,0.04,0.022,0.019,0.025,1142549,1357771.172
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028623-session_1-anat,0.02,0.016,0.021,0.033,0.031,0.025,0.022,0.027,0.029,0.03,0.043,0.035,0.032,0.021,0.012,0.024,0.019,0.026,0.025,0.033,0.019,0.023,0.022,0.026,0.023,0.03,0.023,0.022,0.017,0.023,0.038,0.032,0.028,0.033,1097375,1424444.817
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028624-session_1-anat,0.022,0.026,0.03,0.033,0.024,0.031,0.029,0.032,0.03,0.035,0.043,0.039,0.044,0.029,0.024,0.035,0.028,0.036,0.029,0.035,0.024,0.03,0.033,0.029,0.025,0.037,0.036,0.029,0.023,0.031,0.06,0.032,0.032,0.032,1000955,1513632.557
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028625-session_1-anat,0.029,0.036,0.022,0.032,0.02,0.028,0.027,0.027,0.042,0.03,0.041,0.033,0.037,0.024,0.015,0.034,0.026,0.032,0.024,0.034,0.022,0.035,0.026,0.027,0.027,0.03,0.032,0.024,0.023,0.025,0.07,0.029,0.024,0.032,1023677,1268580.731
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028626-session_1-anat,0.013,0.023,0.019,0.025,0.034,0.025,0.018,0.027,0.031,0.025,0.036,0.029,0.032,0.022,0.015,0.022,0.022,0.025,0.022,0.037,0.019,0.027,0.022,0.024,0.027,0.023,0.022,0.02,0.018,0.021,0.035,0.032,0.042,0.03,1276990,1759541.045
/neuro/labs/grantlab/research/MRI_Predict_Age/DLBS/3NIFTI_FreeSurfer/0028627-session_1-anat,0.017,0.022,0.021,0.029,0.023,0.023,0.022,0.027,0.026,0.026,0.037,0.034,0.028,0.02,0.017,0.023,0.024,0.023,0.026,0.033,0.018,0.026,0.021,0.024,0.035,0.027,0.029,0.024,0.014,0.024,0.031,0.028,0.023,0.032,1097438,1307278.703
